,administrative,administrative_duration,informational,informational_duration,productrelated,productrelated_duration,bouncerates,exitrates,pagevalues,specialday,month,operatingsystems,browser,region,traffictype,visitortype,weekend,revenue
4523,0,0.0,0,0.0,16,819.1666667,0.0,0.0125,24.73875,0.0,May,Windows,Chrome,South-East,Organic,New_Visitor,False,True
4529,0,0.0,0,0.0,21,952.5333333,0.0,0.01,91.246,0.0,May,Windows,Mozilla,Central,Referral,New_Visitor,False,True
4546,5,136.0,0,0.0,30,2205.666667,0.0,0.012121212,47.26060606,0.0,May,Windows,Chrome,Western,Paid Search,Returning_Visitor,False,True
4548,0,0.0,0,0.0,26,553.5,0.0,0.008333333,35.98,0.0,May,Windows,Opera,Eastern,Email marketing,Returning_Visitor,False,True
4558,0,0.0,0,0.0,69,2734.818254,0.0,0.004353234,49.39271642,0.0,May,Ubuntu,Opera,Eastern,Organic,Returning_Visitor,False,True
4560,1,23.0,2,272.5,30,974.2698413,0.006451613,0.007885305,11.47812903,0.0,May,Windows,Chrome,Western,Direct,Returning_Visitor,True,True
4564,0,0.0,0,0.0,9,166.1666667,0.0,0.025,17.541,1.0,May,Windows,Chrome,Northern,Email marketing,Returning_Visitor,True,True
4591,3,515.0,0,0.0,29,3229.169841,0.003225806,0.033064516,15.65808387,0.0,May,Mac OS,Safari,Central,Direct,Returning_Visitor,False,True
4598,4,183.0,1,35.0,15,557.3333333,0.0,0.012631579,16.10052632,0.0,May,Windows,Chrome,Northern,Others,Returning_Visitor,False,True
4623,2,58.0,0,0.0,6,245.0,0.0,0.028571429,54.98,1.0,May,Windows,Chrome,Eastern,Referral,Returning_Visitor,True,True
4632,4,15.0,1,0.0,38,1155.0,0.004545455,0.020454545,5.903181818,0.0,May,Windows,Chrome,South-East,Organic,Returning_Visitor,False,True
4656,2,15.0,0,0.0,38,1880.966667,0.003703704,0.023809524,12.59766667,0.0,May,Ubuntu,Safari,Central,Email marketing,Returning_Visitor,True,True
4657,0,0.0,2,131.0,36,868.4166667,0.0,0.001081081,33.84778378,0.0,May,Linux,Chrome,Southern,Organic,New_Visitor,True,True
4659,0,0.0,0,0.0,13,893.2166667,0.0,0.008333333,23.988,0.0,May,Windows,Chrome,North-West,Organic,New_Visitor,True,True
4679,5,176.0,0,0.0,15,537.2,0.011764706,0.023529412,27.664,0.6,May,Windows,Chrome,Northern,Paid Search,Returning_Visitor,False,True
4700,13,189.2215153,3,22.5,108,4033.471998,0.007402653,0.013739852,24.02645488,0.0,May,Linux,Chrome,North-East,Social networks,Returning_Visitor,True,True
4702,4,89.8,1,47.0,39,1167.966667,0.005853659,0.014390244,33.9251122,0.0,May,Ubuntu,Safari,Eastern,Referral,Returning_Visitor,False,True
4706,0,0.0,0,0.0,22,428.45,0.004545455,0.012878788,20.88818182,1.0,May,Linux,Chrome,Central,Organic,Returning_Visitor,True,True
4750,1,116.0,0,0.0,22,1245.6,0.008695652,0.030434783,27.81913043,0.0,May,Mac OS,Safari,Eastern,Email marketing,Returning_Visitor,True,True
4761,1,24.0,1,72.0,13,462.0,0.0,0.014285714,23.13,0.0,May,Windows,Chrome,Central,Organic,Returning_Visitor,False,True
4764,0,0.0,0,0.0,75,1289.25,0.005479452,0.017351598,11.8290411,0.8,May,Windows,Chrome,Central,Email marketing,Returning_Visitor,False,True
4776,0,0.0,0,0.0,8,323.5,0.0,0.025,23.235,0.0,May,Mac OS,Safari,Central,Others,New_Visitor,False,True
4790,0,0.0,0,0.0,10,428.6666667,0.0,0.022222222,36.256,0.4,May,Windows,Chrome,South-East,Organic,New_Visitor,False,True
4793,9,181.375,0,0.0,116,4426.650649,0.0,0.008064516,84.30663844,0.0,May,Windows,Chrome,Northern,Paid Search,Returning_Visitor,True,True
4800,0,0.0,0,0.0,19,806.8333333,0.0,0.010526316,28.03452632,0.2,May,Windows,Chrome,Northern,Organic,Returning_Visitor,False,True
4808,2,70.0,0,0.0,18,443.0,0.0,0.02,24.2865,0.0,May,Windows,Opera,South-East,Email marketing,New_Visitor,True,True
4841,8,121.1666667,0,0.0,70,961.5493506,0.005263158,0.013089192,26.27933158,0.4,May,Windows,Chrome,Northern,Referral,Returning_Visitor,False,True
4865,1,0.0,3,92.5,9,359.1666667,0.0,0.018181818,58.16727273,0.0,May,Mac OS,Safari,Central,Others,New_Visitor,False,True
4874,7,188.1666667,0,0.0,52,1089.642857,0.003508772,0.010233918,20.11792982,0.0,May,Windows,Opera,North-West,Others,Returning_Visitor,True,True
4878,4,82.0,0,0.0,13,242.0,0.0,0.018181818,31.98,0.0,May,Mac OS,Chrome,South-West,Referral,Returning_Visitor,False,True
4889,6,475.75,1,18.0,28,1559.65,0.0125,0.027083333,15.81839583,0.0,May,Windows,Chrome,South-East,Email marketing,Returning_Visitor,False,True
4901,3,27.53333333,1,0.0,45,3141.258333,0.02173913,0.040017253,6.673695652,1.0,May,Linux,Chrome,Central,Referral,Returning_Visitor,True,True
4902,4,133.5833333,2,64.0,67,1222.470924,0.014414414,0.025810811,6.094324324,0.0,May,Linux,Chrome,Northern,Email marketing,Returning_Visitor,False,True
4920,6,124.8611111,3,243.0,25,1971.194444,0.007142857,0.030238095,24.897,0.0,May,Windows,Chrome,South-East,Email marketing,Returning_Visitor,False,True
4922,3,54.0,0,0.0,50,1911.333333,0.004,0.013,109.5876,0.0,May,Windows,Chrome,Southern,Paid Search,Returning_Visitor,True,True
4928,5,236.25,0,0.0,41,1955.783333,0.0,0.002439024,21.07980488,0.0,May,Mac OS,Safari,North-West,Organic,Returning_Visitor,False,True
4932,2,57.0,0,0.0,28,724.0666667,0.007407407,0.017283951,32.98533333,0.0,May,Mac OS,Safari,Central,Email marketing,Returning_Visitor,False,True
4941,2,17.0,0,0.0,11,440.0,0.0,0.018181818,54.53454545,0.0,May,Windows,Mozilla,South-West,Email marketing,New_Visitor,False,True
4944,0,0.0,1,28.0,19,1120.266667,0.021052632,0.052631579,11.38642105,0.0,May,Ubuntu,Safari,North-West,Email marketing,Returning_Visitor,True,True
4945,2,683.0,0,0.0,16,1215.766667,0.0,0.005882353,30.57647059,0.0,May,Windows,Chrome,Central,Email marketing,New_Visitor,False,True
4953,7,67.0,2,725.5,101,4713.8,0.009444444,0.010481956,20.62474136,0.0,May,Mac OS,Safari,North-West,Referral,Returning_Visitor,True,True
4960,2,42.5,0,0.0,48,970.4192641,0.008571429,0.025088095,5.540024667,0.6,May,Windows,Chrome,Western,Email marketing,Returning_Visitor,False,True
4975,0,0.0,3,36.0,23,660.4047619,0.016,0.025,30.3236,0.6,May,Mac OS,Safari,Central,Email marketing,Returning_Visitor,False,True
4986,1,55.0,2,18.0,9,548.0,0.0,0.04,17.2704,0.0,May,Windows,Mozilla,Eastern,Email marketing,Returning_Visitor,False,True
4996,0,0.0,0,0.0,30,586.5333333,0.0,0.003448276,30.87724138,0.2,May,Windows,Chrome,Northern,Organic,New_Visitor,False,True
4998,3,285.8,1,23.5,56,2915.166667,0.0,0.003448276,80.118,0.0,May,Windows,Mozilla,Eastern,Referral,New_Visitor,False,True
5005,5,200.5,0,0.0,49,837.4166667,0.0,0.008333333,28.16275,0.0,May,Windows,Chrome,Central,Referral,New_Visitor,False,True
5018,1,17.0,4,32.0,11,948.0,0.013333333,0.016666667,25.484,0.6,May,Windows,Chrome,Central,Paid Search,Returning_Visitor,False,True
5022,1,14.0,1,19.0,49,1527.583333,0.007843137,0.017647059,8.926823529,0.0,May,Windows,Chrome,North-East,Referral,Returning_Visitor,False,True
5023,0,0.0,0,0.0,8,856.4166667,0.0,0.028571429,44.56114286,0.6,May,Windows,Mozilla,North-East,Others,Returning_Visitor,False,True
5029,0,0.0,0,0.0,11,482.6666667,0.0,0.02,22.738,0.0,May,Mac OS,Safari,North-West,Organic,New_Visitor,False,True
5032,0,0.0,0,0.0,16,650.8333333,0.0,0.019047619,13.99,0.0,May,Windows,Chrome,Southern,Organic,Returning_Visitor,False,True
5034,1,17.5,0,0.0,17,665.9848485,0.0,0.002352941,51.60705882,0.0,May,Windows,Chrome,Western,Organic,New_Visitor,False,True
5057,0,0.0,0,0.0,9,260.3,0.0,0.005555556,16.32244444,0.0,May,Linux,Chrome,North-West,Others,Returning_Visitor,False,True
5068,0,0.0,0,0.0,13,490.0833333,0.0,0.003636364,11.988,1.0,May,Mac OS,WebView,Central,Others,New_Visitor,True,True
5082,1,0.0,1,37.4,23,1146.5,0.015384615,0.023076923,72.52076923,0.0,May,Windows,Mozilla,Central,Email marketing,Returning_Visitor,True,True
5100,3,53.0,2,7.0,24,678.0,0.0,0.014814815,20.13555556,0.0,May,Windows,Opera,Eastern,Organic,Returning_Visitor,False,True
5123,5,188.0,0,0.0,25,1189.458333,0.0,0.006150794,36.89921429,0.6,May,Windows,Yandex,Central,Email marketing,Returning_Visitor,False,True
5141,1,18.5,0,0.0,32,814.6071429,0.0,0.024019608,3.111047059,0.6,May,Windows,Chrome,Central,Email marketing,Returning_Visitor,False,True
5142,2,78.0,0,0.0,15,269.75,0.0,0.013333333,22.738,0.0,May,Linux,Chrome,Western,Organic,New_Visitor,False,True
5145,9,249.5,0,0.0,66,2506.333333,0.015277778,0.041369048,13.99708333,0.0,May,Windows,Chrome,North-West,Paid Search,Returning_Visitor,False,True
5166,1,44.0,0,0.0,56,2075.983333,0.0,0.014545455,13.81852727,0.0,May,Windows,Opera,Northern,Referral,Returning_Visitor,False,True
5174,7,176.5,0,0.0,34,1384.972222,0.005263158,0.021992481,26.45082237,0.0,May,Mac OS,Safari,Northern,Email marketing,Returning_Visitor,False,True
5188,7,187.1666667,2,72.0,22,680.0,0.0,0.006190476,22.45821429,0.0,May,Linux,Chrome,Eastern,Organic,New_Visitor,False,True
5190,5,46.0,0,0.0,35,539.0,0.005555556,0.011111111,39.15,0.0,May,Windows,Chrome,Eastern,Paid Search,Returning_Visitor,True,True
5191,0,0.0,0,0.0,14,340.0,0.0,0.015384615,23.388,0.0,May,Windows,Chrome,Eastern,Direct,Returning_Visitor,True,True
5205,2,37.0,0,0.0,36,862.5738095,0.002857143,0.012698413,10.87212857,0.0,May,Windows,Mozilla,North-West,Organic,Returning_Visitor,False,True
5206,0,0.0,0,0.0,47,1580.833333,0.0,0.004255319,3.663617021,0.8,May,Windows,Opera,Eastern,Organic,Returning_Visitor,False,True
5208,8,190.25,1,23.0,19,1323.25,0.007692308,0.021816239,21.318,0.0,May,others,Chrome,Western,Organic,Returning_Visitor,True,True
5215,3,137.0,4,219.0,22,924.0,0.007142857,0.028571429,29.90282143,0.2,May,Windows,Chrome,North-East,Organic,New_Visitor,False,True
5233,0,0.0,0,0.0,37,987.5,0.005555556,0.011111111,40.87111111,0.0,May,Windows,Yandex,Eastern,Email marketing,Returning_Visitor,False,True
5242,2,30.5,2,18.0,15,1518.097619,0.0,0.031764706,31.75764706,0.0,May,Windows,Chrome,South-West,Organic,Returning_Visitor,False,True
5248,2,44.0,0,0.0,44,724.3166667,0.0,0.011363636,19.21218939,0.0,May,Windows,Chrome,Eastern,Organic,Returning_Visitor,False,True
5260,2,29.0,1,0.0,9,536.0,0.0,0.018181818,37.51854545,0.0,May,Windows,Chrome,Eastern,Email marketing,New_Visitor,False,True
5277,3,62.14285714,0,0.0,23,1046.916667,0.0,0.004347826,17.37391304,0.0,May,Windows,Chrome,Southern,Direct,Returning_Visitor,True,True
5280,1,53.0,0,0.0,10,1331.0,0.0,0.022222222,49.388,0.0,May,Windows,Chrome,Central,Email marketing,Returning_Visitor,True,True
5287,3,30.25,0,0.0,21,327.2666667,0.017391304,0.02826087,68.85704348,0.0,May,Windows,Chrome,Central,Referral,Returning_Visitor,False,True
5289,5,181.3333333,0,0.0,42,792.6666667,0.0,0.001626016,113.1512195,0.0,May,Windows,Chrome,Central,Email marketing,New_Visitor,True,True
5295,2,59.0,1,94.0,21,1449.0,0.0,0.022727273,53.66290909,0.0,May,Mac OS,Safari,North-West,Referral,Returning_Visitor,False,True
5318,5,71.66666667,1,4.0,59,1702.369048,0.00078125,0.009867424,6.560625,0.0,May,Windows,Chrome,North-West,Direct,Returning_Visitor,False,True
5338,2,51.0,2,99.5,35,1475.266667,0.006944444,0.024867725,27.44491667,0.0,May,Windows,Mozilla,Northern,Email marketing,Returning_Visitor,True,True
5365,2,158.0,0,0.0,12,751.5,0.0,0.014285714,32.02714286,0.0,May,Windows,Chrome,Central,Organic,Returning_Visitor,False,True
5374,4,292.1904762,1,194.5,56,1948.713745,0.001724138,0.021055381,14.69293103,0.0,May,Mac OS,Chrome,Eastern,Organic,Returning_Visitor,False,True
5385,1,4.0,0,0.0,14,333.9,0.0,0.007142857,24.50485714,0.0,May,Linux,Chrome,Northern,Paid Search,New_Visitor,False,True
5389,1,4.0,0,0.0,19,760.25,0.0,0.011764706,33.788,0.0,May,Mac OS,Chrome,Central,Referral,New_Visitor,False,True
5391,0,0.0,0,0.0,25,981.0,0.024,0.048,15.3956,0.0,May,Windows,Mozilla,Eastern,Direct,Returning_Visitor,False,True
5393,4,132.6666667,0,0.0,25,773.5595238,0.0,0.027572016,5.167133333,0.0,May,Linux,Chrome,Northern,Organic,Returning_Visitor,False,True
5394,6,51.5,0,0.0,29,944.9166667,0.0,0.014285714,49.01914286,0.0,May,Windows,Chrome,Western,Organic,Returning_Visitor,True,True
5397,1,90.0,1,34.0,57,1092.364286,0.0,0.006321839,19.11506897,0.6,May,Windows,Chrome,Southern,Email marketing,Returning_Visitor,False,True
5399,3,78.0,0,0.0,27,672.5833333,0.0125,0.039583333,8.07853125,0.0,May,Windows,Chrome,Western,Email marketing,Returning_Visitor,False,True
5401,11,771.9285714,2,214.1666667,39,1022.474026,0.000833333,0.012361111,52.05165,0.0,May,Linux,Chrome,Central,Organic,Returning_Visitor,False,True
5410,2,30.0,0,0.0,176,4126.353297,0.001363636,0.011363949,22.02197159,0.6,May,Windows,Chrome,Southern,Organic,Returning_Visitor,False,True
5423,1,3.0,0,0.0,26,885.0,0.0,0.036111111,17.5455,0.0,May,Windows,Chrome,Central,Organic,Returning_Visitor,False,True
5435,4,58.0,0,0.0,31,806.5,0.0,0.009375,9.7455,0.0,May,Windows,Mozilla,Central,Email marketing,Returning_Visitor,False,True
5437,0,0.0,1,35.0,33,782.0833333,0.0,0.005882353,23.03329412,0.0,May,Windows,Mozilla,North-East,Organic,New_Visitor,False,True
5438,2,11.0,0,0.0,12,347.0,0.0,0.023076923,9.960923077,0.0,May,Mac OS,Safari,Eastern,Referral,Returning_Visitor,True,True
5441,1,32.0,0,0.0,18,299.5,0.015789474,0.022807018,19.448,0.0,May,Windows,Chrome,South-East,Direct,Returning_Visitor,True,True
5443,3,101.6666667,0,0.0,22,2250.083333,0.0,0.019565217,32.70730435,0.0,May,Windows,Mozilla,Western,Direct,Returning_Visitor,False,True
5457,1,63.4,0,0.0,3,120.4,0.0,0.0,42.29306752,0.0,Oct,Mac OS,Safari,Eastern,Referral,New_Visitor,False,True
5458,6,618.0666667,0,0.0,50,1342.083333,0.0,0.004385965,28.06804986,0.0,June,Windows,Chrome,North-West,Others,New_Visitor,False,True
5460,3,152.6,0,0.0,28,608.8833333,0.009375,0.03125,19.82770888,0.0,Jul,Windows,Chrome,Southern,Social networks,Returning_Visitor,False,True
5464,3,89.6,0,0.0,57,1721.906667,0.0,0.005932203,204.0079491,0.0,Nov,Windows,Chrome,Central,Email marketing,Returning_Visitor,True,True
5474,1,26.2,0,0.0,4,106.8,0.0,0.04,36.66178288,0.0,Oct,Windows,Chrome,Northern,Others,New_Visitor,False,True
5475,2,79.6,3,332.08,34,1011.016667,0.018918919,0.043243243,5.128358233,0.0,Oct,Windows,Chrome,Southern,Direct,Returning_Visitor,False,True
5479,0,0.0,0,0.0,13,710.0666667,0.0,0.007692308,72.52283848,0.0,Nov,Mac OS,Safari,Northern,Organic,Returning_Visitor,False,True
5480,1,0.0,0,0.0,3,259.0,0.0,0.04,48.04726202,0.0,Oct,Windows,Chrome,Central,Email marketing,Returning_Visitor,False,True
5483,3,33.2,0,0.0,10,278.4333333,0.007142857,0.026190476,32.70034468,0.0,Jul,Windows,Chrome,North-West,Direct,Returning_Visitor,False,True
5490,3,13.73333333,1,2.0,27,407.6833333,0.006666667,0.011555556,0.0,0.0,Jul,Windows,Chrome,Central,Email marketing,Returning_Visitor,False,True
5491,1,23.2,0,0.0,30,964.4666667,0.0,0.003571429,51.03362522,0.0,Oct,Windows,Chrome,South-East,Organic,New_Visitor,False,True
5494,0,0.0,0,0.0,24,968.6924242,0.0,0.0,106.2525169,0.0,Nov,Mac OS,Safari,North-East,Organic,Returning_Visitor,False,True
5496,0,0.0,0,0.0,16,1062.666667,0.0,0.0125,54.56704868,0.0,Sep,Ubuntu,Safari,Central,Email marketing,New_Visitor,False,True
5507,1,86.6,0,0.0,14,349.5761905,0.0,0.004761905,60.43737784,0.0,Nov,Mac OS,Safari,Central,Referral,New_Visitor,False,True
5509,6,545.65,3,204.3466667,69,1182.432333,0.000684932,0.002998087,19.71529542,0.0,Nov,Windows,Chrome,Central,Social networks,Returning_Visitor,True,True
5513,5,46.52,0,0.0,133,2248.914286,0.012077922,0.029349567,6.373770623,0.0,Jul,Mac OS,Safari,Central,Email marketing,Returning_Visitor,False,True
5514,1,41.4,0,0.0,30,558.6111111,0.009090909,0.046464646,0.0,0.0,Sep,Windows,Yandex,Northern,Direct,Returning_Visitor,False,True
5516,0,0.0,0,0.0,11,267.5666667,0.0,0.009090909,7.68745056,0.0,Oct,Windows,Chrome,Central,Referral,New_Visitor,False,True
5524,0,0.0,0,0.0,6,95.0,0.028571429,0.028571429,86.33623272,0.0,Oct,Mac OS,Safari,Western,Organic,New_Visitor,False,True
5549,0,0.0,0,0.0,22,469.54,0.0,0.008695652,14.00979215,0.0,Oct,Windows,Chrome,North-East,Organic,New_Visitor,False,True
5554,10,491.6666667,0,0.0,48,1939.571111,0.003773585,0.010539084,0.0,0.0,Nov,Windows,Chrome,Southern,Others,Returning_Visitor,False,True
5555,10,340.9,3,269.8,99,3611.978569,0.000641026,0.00210649,0.847337986,0.0,June,Windows,Chrome,Central,Others,Returning_Visitor,False,True
5556,2,112.8,0,0.0,27,1555.967143,0.0,0.001724138,44.85638692,0.0,Nov,Mac OS,Safari,Western,Organic,New_Visitor,False,True
5560,0,0.0,0,0.0,33,889.3666667,0.0,0.003030303,8.424787355,0.0,Oct,Windows,Chrome,Eastern,Organic,Returning_Visitor,False,True
5561,17,698.1333333,1,9.0,83,4306.612355,0.001075269,0.019375648,0.0,0.0,Oct,others,Safari,Northern,Direct,Returning_Visitor,True,True
5563,3,32.2,0,0.0,81,1199.616667,0.0,0.00617284,0.0,0.0,Sep,Windows,Chrome,Northern,Direct,Returning_Visitor,True,True
5571,4,601.9,0,0.0,41,2517.583333,0.007751938,0.013881932,20.55494533,0.0,Sep,Linux,Chrome,Central,Direct,Returning_Visitor,False,True
5580,1,44.0,0,0.0,1,0.0,0.0,0.066666667,0.0,0.0,Sep,Mac OS,Safari,Central,Others,New_Visitor,False,True
5584,1,17.1,1,31.2,45,812.2873894,0.0,0.022732152,4.395471544,0.0,Aug,Windows,Mozilla,Eastern,Organic,Returning_Visitor,False,True
5586,1,4.0,0,0.0,20,471.4777778,0.0,0.004545455,32.95851549,0.0,Jul,Mac OS,Safari,Central,Email marketing,Returning_Visitor,False,True
5592,2,268.08,0,0.0,13,420.2466667,0.042105263,0.064912281,0.0,0.0,Sep,Linux,Chrome,Central,Social networks,Returning_Visitor,True,True
5593,1,22.2,0,0.0,5,136.1,0.066666667,0.066666667,0.0,0.0,Oct,Mac OS,Safari,Central,Others,Returning_Visitor,False,True
5596,7,68.4,0,0.0,145,5175.377371,0.002666667,0.008978355,2.042762326,0.0,Aug,Windows,Chrome,Central,Direct,Returning_Visitor,False,True
5602,1,80.6,0,0.0,21,479.5857143,0.005,0.010555556,10.89761784,0.0,Oct,Mac OS,Safari,Eastern,Organic,Returning_Visitor,True,True
5619,0,0.0,0,0.0,24,1163.266667,0.061111111,0.083333333,27.287869,0.0,Oct,Mac OS,Safari,Western,Direct,Returning_Visitor,True,True
5622,1,12.0,0,0.0,0,0.0,0.0,0.022222222,0.0,0.0,Aug,Linux,Chrome,North-West,Organic,Returning_Visitor,True,True
5623,0,0.0,0,0.0,58,1590.42,0.010344828,0.021551724,1.023391581,0.0,Jul,Linux,Chrome,South-West,Email marketing,Returning_Visitor,False,True
5625,0,0.0,0,0.0,13,517.4,0.0,0.034285714,4.856377111,0.0,Nov,Windows,Chrome,Central,Others,Returning_Visitor,True,True
5626,0,0.0,0,0.0,3,275.0,0.0,0.05,32.89701477,0.0,Oct,Linux,Chrome,Northern,Organic,New_Visitor,False,True
5635,4,96.6,0,0.0,15,276.7333333,0.010526316,0.021052632,69.46239458,0.0,Oct,Windows,Chrome,Central,Email marketing,Returning_Visitor,True,True
5644,4,61.63333333,0,0.0,33,1804.011111,0.0,0.005022447,41.64590199,0.0,Nov,Windows,Chrome,Northern,Organic,Returning_Visitor,False,True
5650,3,498.6,1,152.2,25,1556.491429,0.036206897,0.067624521,5.689147469,0.0,Jul,Windows,Opera,Western,Direct,Returning_Visitor,True,True
5651,1,23.2,0,0.0,27,1061.55,0.003703704,0.018518519,43.29821166,0.0,Aug,Windows,Chrome,North-West,Others,Returning_Visitor,False,True
5656,2,194.9,0,0.0,14,227.3333333,0.0,0.009183673,0.0,0.0,Nov,Mac OS,Safari,Western,Referral,Returning_Visitor,False,True
5659,2,83.6,1,0.0,18,1219.7,0.0,0.00952381,16.36245374,0.0,Aug,Windows,Chrome,Central,Email marketing,New_Visitor,False,True
5677,0,0.0,0,0.0,28,512.7166667,0.007142857,0.013571429,1.401949127,0.0,Jul,Windows,Chrome,Southern,Direct,Returning_Visitor,True,True
5683,4,28.73333333,0,0.0,12,243.75,0.0,0.038571429,8.150811238,0.0,June,Linux,Chrome,Western,Organic,Returning_Visitor,True,True
5690,9,358.2583333,3,377.4333333,64,5738.902193,0.0,0.020187793,12.08836478,0.0,Oct,Windows,Chrome,Central,Social networks,Returning_Visitor,False,True
5693,2,82.6,0,0.0,10,352.0,0.0,0.007692308,27.19298393,0.0,Sep,Windows,Chrome,Central,Organic,New_Visitor,True,True
5707,8,176.25,1,141.0,20,651.7658974,0.0,0.009230769,19.13285864,0.0,Nov,Windows,Chrome,Western,Organic,Returning_Visitor,False,True
5710,4,68.73333333,0,0.0,44,2498.866667,0.0,0.014444444,11.33062869,0.0,Oct,Windows,Chrome,Western,Direct,Returning_Visitor,False,True
5722,2,58.4,0,0.0,5,303.1,0.0,0.033333333,0.0,0.0,Oct,Linux,Chrome,Eastern,Paid Search,Returning_Visitor,False,True
5731,0,0.0,0,0.0,13,374.9,0.0,0.047619048,16.72561819,0.0,Aug,Ubuntu,Safari,Central,Referral,Returning_Visitor,False,True
5732,4,74.5,0,0.0,22,672.95,0.0,0.027179487,0.0,0.0,Sep,Windows,Chrome,North-East,Organic,Returning_Visitor,False,True
5744,3,102.8,0,0.0,25,1109.233333,0.0,0.001666667,61.30486592,0.0,Aug,Windows,Chrome,North-West,Others,New_Visitor,False,True
5746,5,151.3333333,0,0.0,11,283.3333333,0.033333333,0.058333333,13.91046998,0.0,Nov,Windows,Chrome,North-West,Others,Returning_Visitor,False,True
5752,1,26.2,0,0.0,32,1427.676667,0.0,0.021875,19.9656361,0.0,Sep,Windows,Mozilla,Eastern,Email marketing,Returning_Visitor,False,True
5755,5,187.1,0,0.0,101,7220.776667,0.001960784,0.013366013,3.998184141,0.0,Nov,Windows,Chrome,Southern,Referral,Returning_Visitor,False,True
5761,0,0.0,0,0.0,7,189.2,0.0,0.014285714,78.56959864,0.0,Sep,Linux,Chrome,Eastern,Organic,Returning_Visitor,False,True
5770,3,17.94545455,1,6.0,18,268.4525974,0.0,0.014267677,0.0,0.0,Oct,Windows,Chrome,Central,Organic,Returning_Visitor,False,True
5783,1,12.06666667,0,0.0,45,591.2640602,0.0,0.013028631,0.0,0.0,Sep,Windows,Chrome,Central,Organic,Returning_Visitor,False,True
5786,0,0.0,0,0.0,21,1280.02,0.0,0.019047619,7.232201859,0.0,Nov,Windows,Chrome,Central,Others,Returning_Visitor,False,True
5797,0,0.0,2,842.3,26,1911.711111,0.015384615,0.036666667,8.018832458,0.0,Jul,Linux,Chrome,Central,Organic,Returning_Visitor,True,True
5803,0,0.0,1,426.2,10,157.0666667,0.0,0.016666667,32.73061637,0.0,Jul,Windows,Chrome,Eastern,Organic,Returning_Visitor,False,True
5806,9,211.0,1,52.4,22,501.0714286,0.0,0.034666667,0.0,0.0,Aug,Mac OS,Chrome,Central,Email marketing,Returning_Visitor,True,True
5809,10,275.3333333,1,6.0,19,719.8833333,0.0,0.018518519,0.0,0.0,Sep,Windows,Chrome,South-East,Others,Returning_Visitor,True,True
5816,4,43.46666667,0,0.0,4,27.26666667,0.0,0.028571429,0.0,0.0,Sep,Mac OS,Safari,Central,Others,New_Visitor,False,True
5820,2,35.3,0,0.0,3,18.1,0.033333333,0.061111111,0.0,0.0,Jul,Linux,Chrome,Eastern,Referral,Returning_Visitor,True,True
5821,0,0.0,0,0.0,29,1970.0,0.0,0.0,100.7256048,0.0,Oct,Ubuntu,Safari,South-East,Organic,Returning_Visitor,False,True
5835,1,8.1,0,0.0,16,2227.8,0.0,0.021428571,0.0,0.0,Sep,Windows,Chrome,Central,Others,New_Visitor,False,True
5836,3,195.4,2,294.6,93,6412.233333,0.0,0.026687598,0.0,0.0,Sep,Windows,Chrome,North-East,Organic,Returning_Visitor,False,True
5838,4,71.33333333,0,0.0,21,295.3333333,0.016666667,0.058333333,0.0,0.0,Jul,Windows,Yandex,Eastern,Organic,Returning_Visitor,True,True
5843,3,25.6,0,0.0,10,327.7733333,0.0,0.013095238,11.78466261,0.0,Jul,Mac OS,Safari,Central,Others,Returning_Visitor,False,True
5850,3,61.4,1,0.0,19,381.6,0.040909091,0.056818182,8.330574815,0.0,Aug,Mac OS,Safari,Western,Direct,Returning_Visitor,False,True
5851,0,0.0,0,0.0,20,1002.366667,0.0,0.007894737,47.57898514,0.0,Oct,Windows,Chrome,Western,Organic,Returning_Visitor,True,True
5873,1,15.8,3,97.8,32,1213.65,0.005405405,0.024324324,1.273317415,0.0,Aug,Windows,Chrome,Eastern,Organic,Returning_Visitor,False,True
5874,4,68.66666667,0,0.0,14,617.15,0.0,0.004444444,9.253161679,0.0,Sep,Mac OS,Safari,North-West,Others,New_Visitor,False,True
5881,1,0.0,0,0.0,53,1170.733333,0.007272727,0.025454545,31.90320066,0.0,Aug,Windows,Mozilla,Northern,Referral,Returning_Visitor,False,True
5889,0,0.0,0,0.0,22,681.58,0.00952381,0.025396825,14.63523974,0.0,Nov,Mac OS,Safari,Central,Referral,Returning_Visitor,True,True
5903,5,168.2,0,0.0,15,2026.633333,0.008333333,0.039,0.0,0.0,Nov,Linux,Chrome,Southern,Social networks,Returning_Visitor,False,True
5914,2,165.1333333,0,0.0,87,3220.336667,0.004597701,0.01954023,0.0,0.0,June,Windows,Opera,South-West,Direct,Returning_Visitor,False,True
5919,2,18.0,2,6.0,10,363.6,0.0,0.015384615,0.0,0.0,Sep,Windows,Chrome,Central,Others,New_Visitor,True,True
5926,9,252.667619,1,0.0,67,1060.693791,0.022685185,0.029967788,0.131837013,0.0,Oct,Linux,Chrome,Central,Social networks,Returning_Visitor,False,True
5929,4,135.4,0,0.0,2,46.8,0.0,0.0375,0.0,0.0,Sep,Mac OS,Safari,South-East,Organic,Returning_Visitor,False,True
5956,4,42.2,0,0.0,98,2260.838889,0.004040404,0.007070707,32.9346011,0.0,Nov,Windows,Mozilla,Central,Referral,New_Visitor,False,True
5957,3,62.9,1,0.0,30,647.518523,0.0,0.010437463,13.73292849,0.0,Jul,Windows,Chrome,Eastern,Direct,Returning_Visitor,True,True
